container_index,title,text,image_url,all_images,status,link,all_links,advertiser,is_promoted,time_period
823,Goldman Sachs Advisor Solutions – empowering independent advisors,Promoted,No image found,[],Active,/ad-library/detail/513378476,"['/ad-library/detail/513378476', '/ad-library/detail/513378476', '/ad-library/detail/513378476']",Nike,True,all-time
824,Goldman Sachs Advisor Solutions – empowering independent advisors,Promoted,No image found,[],Active,/ad-library/detail/513378476,"['/ad-library/detail/513378476', '/ad-library/detail/513378476', '/ad-library/detail/513378476']",Nike,True,all-time
825,No title found,Goldman Sachs,No image found,[],Active,No link found,[],Nike,,all-time
826,Goldman Sachs Advisor Solutions – empowering independent advisors,Goldman Sachs Advisor Solutions – empowering independent advisors,No image found,[],Active,No link found,[],Nike,,all-time
827,Make your move with Goldman Sachs Advisor Solutions,Promoted,No image found,[],Active,/ad-library/detail/513413976,"['/ad-library/detail/513413976', '/ad-library/detail/513413976', '/ad-library/detail/513413976']",Nike,True,all-time
828,Make your move with Goldman Sachs Advisor Solutions,Promoted,No image found,[],Active,/ad-library/detail/513413976,"['/ad-library/detail/513413976', '/ad-library/detail/513413976', '/ad-library/detail/513413976']",Nike,True,all-time
829,No title found,Goldman Sachs,No image found,[],Active,No link found,[],Nike,,all-time
830,Make your move with Goldman Sachs Advisor Solutions,Make your move with Goldman Sachs Advisor Solutions,No image found,[],Active,No link found,[],Nike,,all-time
831,Make your move with Goldman Sachs Advisor Solutions,Promoted,No image found,[],Active,/ad-library/detail/512914826,"['/ad-library/detail/512914826', '/ad-library/detail/512914826', '/ad-library/detail/512914826']",Nike,True,all-time
832,Make your move with Goldman Sachs Advisor Solutions,Promoted,No image found,[],Active,/ad-library/detail/512914826,"['/ad-library/detail/512914826', '/ad-library/detail/512914826', '/ad-library/detail/512914826']",Nike,True,all-time
833,No title found,Goldman Sachs,No image found,[],Active,No link found,[],Nike,,all-time
834,Make your move with Goldman Sachs Advisor Solutions,Make your move with Goldman Sachs Advisor Solutions,No image found,[],Active,No link found,[],Nike,,all-time
835,Make your move with Goldman Sachs Advisor Solutions,Promoted,No image found,[],Active,/ad-library/detail/513398056?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/513398056?trk=ad_library_ad_preview_content_image', '/ad-library/detail/513398056', '/ad-library/detail/513398056']",Nike,True,all-time
