company_name,company_url
Microsoft,https://www.linkedin.com/company/microsoft/
Google,https://www.linkedin.com/company/google/
Apple,https://www.linkedin.com/company/apple/
Amazon,https://www.linkedin.com/company/amazon/
Meta,https://www.linkedin.com/company/meta/
Netflix,https://www.linkedin.com/company/netflix/
