company_name,company_id,url,industry,location,company_size,followers,organization_type,website,about,snapshot_date,all_time_ads,last_30_days_ads
Microsoft,1035,https://www.linkedin.com/company/microsoft,Software Development,"Redmond, Washington","10,001+ employees",25401086,Public Company,https://news.microsoft.com/,"Every company has a mission. What's ours? To empower every person and every organization to achieve more. We believe technology can and should be a force for good and that meaningful innovation contributes to a brighter world in the future and today. Our culture doesn’t just encourage curiosity; it embraces it. Each day we make progress together by showing up as our authentic selves. We show up with a learn-it-all mentality. We show up cheering on others, knowing their success doesn't diminish our own. We show up every day open to learning our own biases, changing our behavior, and inviting in differences. Because impact matters. Microsoft operates in 190 countries and is made up of approximately 228,000 passionate employees worldwide.",2025-05-13,11433,1473
Amazon,1586,https://www.linkedin.com/company/amazon,Software Development,"Seattle, WA","10,001+ employees",34198523,Public Company,https://www.aboutamazon.com/,"Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. We are driven by the excitement of building technologies, inventing products, and providing services that change lives. We embrace new ways of doing things, make decisions quickly, and are not afraid to fail. We have the scope and capabilities of a large company, and the spirit and heart of a small one. Together, Amazonians research and develop new technologies from Amazon Web Services to Alexa on behalf of our customers: shoppers, sellers, content creators, and developers around the world. Our mission is to be Earth's most customer-centric company. Our actions, goals, projects, programs, and inventions begin and end with the customer top of mind. You'll also hear us say that at Amazon, it's always ""Day 1."" What do we mean? That our approach remains the same as it was on Amazon's very first day - to make smart, fast decisions, stay nimble, invent, and focus on delighting our customers.",2025-05-13,1931,575
Apple,162479,https://www.linkedin.com/company/apple,Computers and Electronics Manufacturing,"Cupertino, California","10,001+ employees",17821534,Public Company,https://www.apple.com/careers,"We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it. This is where your work can make a difference in people’s lives. Including your own. Apple is an equal opportunity employer that is committed to inclusion and diversity. Visit apple.com/careers to learn more.",2025-05-13,2063,237
Google,1441,https://www.linkedin.com/company/google,Software Development,"Mountain View, CA","10,001+ employees",37286504,Public Company,https://goo.gle/3DLEokh,"A problem isn't truly solved until it's solved for all. Googlers build products that help create opportunities for everyone, whether down the street or across the globe. Bring your insight, imagination and a healthy disregard for the impossible. Bring everything that makes you unique. Together, we can build for everyone. Check out our career opportunities at goo.gle/3DLEokh",2025-05-13,1533,285
