container_index,title,text,image_url,all_images,status,link,all_links,advertiser,is_promoted,time_period
1,Apple,Promoted,https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ,"['https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ', 'https://media.licdn.com/dms/image/v2/D4E10AQH0YAG-BW2rsQ/image-shrink_1280/B4EZamUAkdHIAQ-/0/1746546988376/CAFR_LAVENDERPEARL5_STATIC_1200x1200_BAN_MAC_APLI_CSMR_LEM_NA_NA_LINKIFjpg?e=2147483647&v=beta&t=6MnuA0RS5QPbQR3w2zXP5BHGuRJRrr6EaAe1yNQeeAE']",Active,/ad-library/detail/669627884?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669627884?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669627884', '/ad-library/detail/669627884']",Microsoft,True,all-time
2,Apple,Promoted,https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ,"['https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ', 'https://media.licdn.com/dms/image/v2/D4E10AQH0YAG-BW2rsQ/image-shrink_1280/B4EZamUAkdHIAQ-/0/1746546988376/CAFR_LAVENDERPEARL5_STATIC_1200x1200_BAN_MAC_APLI_CSMR_LEM_NA_NA_LINKIFjpg?e=2147483647&v=beta&t=6MnuA0RS5QPbQR3w2zXP5BHGuRJRrr6EaAe1yNQeeAE']",Active,/ad-library/detail/669627884?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/669627884?trk=ad_library_ad_preview_content_image', '/ad-library/detail/669627884', '/ad-library/detail/669627884']",Microsoft,True,all-time
3,No title found,Apple,No image found,[],Active,No link found,[],Microsoft,,all-time
4,Apple,Apple,No image found,[],Active,No link found,[],Microsoft,,all-time
5,Small business help,Promoted,https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ,"['https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ', 'https://media.licdn.com/dms/image/v2/D4E10AQGT6QdBPADlbw/image-shrink_1280/B4EZam.Y9dHYAM-/0/1746558096721/CAEN_TIKKAMASALA21_STATIC_1080x1080_BAN_BIZ_SMLBZSP_NA_NA_NA_NA_LINKIFjpg?e=2147483647&v=beta&t=xyU9veIPq12ay1wMdCslCnStfQFvZ6fSnJc4gwpX9lg']",Active,/ad-library/detail/668008884?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/668008884?trk=ad_library_ad_preview_content_image', '/ad-library/detail/668008884', '/ad-library/detail/668008884']",Microsoft,True,all-time
6,Small business help,Promoted,https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ,"['https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ', 'https://media.licdn.com/dms/image/v2/D4E10AQGT6QdBPADlbw/image-shrink_1280/B4EZam.Y9dHYAM-/0/1746558096721/CAEN_TIKKAMASALA21_STATIC_1080x1080_BAN_BIZ_SMLBZSP_NA_NA_NA_NA_LINKIFjpg?e=2147483647&v=beta&t=xyU9veIPq12ay1wMdCslCnStfQFvZ6fSnJc4gwpX9lg']",Active,/ad-library/detail/668008884?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/668008884?trk=ad_library_ad_preview_content_image', '/ad-library/detail/668008884', '/ad-library/detail/668008884']",Microsoft,True,all-time
7,No title found,Apple,No image found,[],Active,No link found,[],Microsoft,,all-time
8,Small business help,Small business help,No image found,[],Active,No link found,[],Microsoft,,all-time
9,Trade In. Upgrade. Save.,Promoted,https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ,"['https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ', 'https://media.licdn.com/dms/image/v2/D5610AQE9aUeRRUzqMQ/videocover-high/B56Zas9zAxGsBU-/0/1746658605314/USEN_MIDASTOUCH17_ANDIS_11AR_10s_HXVIFM_OFHL_FRNGE_NA_NA_GIPH_LINKIFmp4?e=2147483647&v=beta&t=33aMNC_toNxn_O1m-2zY0xvSbvyeoIEeWlZLLUry-KA']",Active,/ad-library/detail/691657546,"['/ad-library/detail/691657546', '/ad-library/detail/691657546', '/ad-library/detail/691657546']",Microsoft,True,all-time
10,Trade In. Upgrade. Save.,Promoted,https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ,"['https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_100_100/company-logo_100_100/0/1630637844948/apple_logo?e=2147483647&v=beta&t=p0JNmv2WB0EMMQgvzl9R8TaXgzEaDraGS4MWR0IawjQ', 'https://media.licdn.com/dms/image/v2/D5610AQE9aUeRRUzqMQ/videocover-high/B56Zas9zAxGsBU-/0/1746658605314/USEN_MIDASTOUCH17_ANDIS_11AR_10s_HXVIFM_OFHL_FRNGE_NA_NA_GIPH_LINKIFmp4?e=2147483647&v=beta&t=33aMNC_toNxn_O1m-2zY0xvSbvyeoIEeWlZLLUry-KA']",Active,/ad-library/detail/691657546,"['/ad-library/detail/691657546', '/ad-library/detail/691657546', '/ad-library/detail/691657546']",Microsoft,True,all-time
